orig_idx,review_idx,sentence_idx,sentence,analysis_category,sentiment,Score,ProductId,review_dt,year_month,embedding,cluster_id,cluster_conf,len,sent_len,high_theme,sub_theme
3958,1971,2,"the only beef i have with k-cups (and this is in general, not just the kaluha) is that they brew a much smaller cup than i'd like.",coffee,positive,5,B002QGK2V8,2009-11-17 00:00:00+00:00,2009-11-01 00:00:00+00:00,"[-0.05208192 -0.03397512  0.00281364 ...  0.02770738  0.00955084
  0.01601755]",17,1.0,130,130,Brewing/Use Convenience,
3959,1972,0,"i've been waiting for this variety to come to amazon, since purchasing a box locally (and paying a pretty penny...$4 a box!) and really enjoying it. don't let the ""cocoa"" in the description mislead you...this doesn't taste like hot chocolate.",coffee,positive,5,B00113FULO,2008-02-26 00:00:00+00:00,2008-02-01 00:00:00+00:00,"[-0.01771847 -0.04021145 -0.02739944 ...  0.0061001  -0.00035801
  0.0073537 ]",6,1.0,242,242,Flavor & Quality,Fruitiness
3960,1972,1,"the cocoa flavor is really subtle, and it gives this tea a really full, rich taste.",coffee,positive,5,B00113FULO,2008-02-26 00:00:00+00:00,2008-02-01 00:00:00+00:00,"[ 0.03553149 -0.02262806 -0.05019163 ... -0.00888287 -0.00977168
  0.02835827]",6,1.0,83,83,Flavor & Quality,Fruitiness
3961,1972,2,"i am usually a coffee drinker, but i think i could switch for this tea.",coffee,positive,5,B00113FULO,2008-02-26 00:00:00+00:00,2008-02-01 00:00:00+00:00,"[-0.04244852  0.00337577 -0.03263245 ...  0.00731417  0.00113573
 -0.00144997]",25,1.0,71,71,Flavor & Quality,Aroma
3962,1973,0,it has always been one of my favorite indulgences.,baked goods,positive,5,B0082P9C7M,2012-07-19 00:00:00+00:00,2012-07-01 00:00:00+00:00,"[ 0.00972885 -0.0101506  -0.00955729 ... -0.03153833 -0.02418987
 -0.01436095]",2,1.0,50,50,Flavor & Quality,Herbal
3963,1973,1,my favorite out of these has got to be snickerdoodle.,baked goods,positive,5,B0082P9C7M,2012-07-19 00:00:00+00:00,2012-07-01 00:00:00+00:00,"[ 0.00628433 -0.05609649 -0.03575893 ... -0.01646929  0.06147845
  0.02381772]",7,1.0,53,53,Flavor & Quality,Herbal
3969,1976,0,"this is a really good choice for a nutritionally sound, lower calorie food, and our cat (admittedly not picky) immediately devoured it.",baby & pet,positive,5,B000QSN7P6,2012-10-22 00:00:00+00:00,2012-10-01 00:00:00+00:00,"[-0.01714073 -0.02013248 -0.05412151 ...  0.01759062  0.01835543
  0.00759748]",13,1.0,135,135,Health/Nutrition,
3970,1976,1,"but the real message here is: you need to find out how many kcal/day your cat needs for weight loss, research the calories in your cat's food, and accurately measure your feeding.",baby & pet,positive,5,B000QSN7P6,2012-10-22 00:00:00+00:00,2012-10-01 00:00:00+00:00,"[ 3.3835072e-02 -2.4034947e-03  4.7264053e-05 ...  2.0695239e-02
 -2.1439830e-02  1.8987061e-02]",13,1.0,179,179,Health/Nutrition,
3971,1976,2,"there do not appear to be industry standards for what's labeled as 'weight management', 'light' etc., and the differences are dramatic! our very young and energetic cat starting piling on weight from when he was a kitten.",baby & pet,positive,5,B000QSN7P6,2012-10-22 00:00:00+00:00,2012-10-01 00:00:00+00:00,"[ 0.0054978  -0.01284621  0.01683544 ...  0.00405404  0.00609547
  0.01238536]",13,1.0,221,221,Health/Nutrition,
3972,1977,0,"ok, so before we opted to purchase these from amazon, my whole family was a fan of these chips and if you never tried them you have too.",snack,positive,5,B000EQT574,2012-04-23 00:00:00+00:00,2012-04-01 00:00:00+00:00,"[ 0.01848373 -0.00237587 -0.07246982 ... -0.01543581  0.01205432
 -0.03997613]",26,1.0,136,136,Flavor & Quality,Bitterness
3973,1977,1,"they are absolutely delicious, spiced up just right, perfect in taco salad, with salsa or just fine all alone (and it helps if your alone too because when sharing these chips are addictive!) but i have to say that these chips purchased through amazon were the best no exaggeration, that i have had.",snack,positive,5,B000EQT574,2012-04-23 00:00:00+00:00,2012-04-01 00:00:00+00:00,"[ 0.03590742 -0.07030015 -0.00338581 ...  0.0036197   0.03639748
 -0.02777702]",26,1.0,298,298,Flavor & Quality,Bitterness
3974,1978,0,"tasty chips, but as my title says, they have 120mg of sodium which is almost double the amount listed by amazon on the product page.",snack,positive,4,B000EQT574,2010-01-08 00:00:00+00:00,2010-01-01 00:00:00+00:00,"[ 0.01801661 -0.0015029  -0.04294868 ... -0.00879599  0.02066147
 -0.00891731]",26,1.0,132,132,Flavor & Quality,Bitterness
3975,1979,0,i recently wanted to make a batch of sloppy joe's using a recipe that i haven't used for 40 years.,other,positive,5,B00469QW58,2012-01-25 00:00:00+00:00,2012-01-01 00:00:00+00:00,"[-0.04608141 -0.04129632 -0.02145814 ...  0.00461686 -0.01551416
 -0.04381348]",2,1.0,98,98,Flavor & Quality,Herbal
3976,1979,1,it was absolutely the best thing for kids parties when i was growing up.,other,positive,5,B00469QW58,2012-01-25 00:00:00+00:00,2012-01-01 00:00:00+00:00,"[ 0.00439975 -0.0114083  -0.04861812 ... -0.00500568  0.00356995
 -0.01079938]",16,1.0,72,72,Other,
3977,1979,2,i could not find the vital ingredient-heinz india relish anywhere.,other,positive,5,B00469QW58,2012-01-25 00:00:00+00:00,2012-01-01 00:00:00+00:00,"[-0.00331006  0.01612505 -0.02683426 ...  0.02931084  0.01529498
 -0.03450896]",37,1.0,66,66,Availability/Stock,
3978,1980,0,"i was expecting these to taste close to maynards wine gums, but they simply just don't.",candy,positive,4,B00161O0VC,2010-12-27 00:00:00+00:00,2010-12-01 00:00:00+00:00,"[-0.02698014  0.03788544 -0.03089423 ...  0.00353253  0.00549265
  0.01870886]",18,1.0,87,87,Flavor & Quality,Bitterness
3979,1980,1,the pieces are bigger and denser than their maynards counterpart.,candy,positive,4,B00161O0VC,2010-12-27 00:00:00+00:00,2010-12-01 00:00:00+00:00,"[ 0.03960629  0.02280787 -0.00849262 ... -0.02273002 -0.02302583
  0.00069669]",4,1.0,65,65,Flavor & Quality,Sweetness
3980,1980,2,"the flavors are *as* distinguishable if you don't look at the color before eating, but they're still pretty good.",candy,positive,4,B00161O0VC,2010-12-27 00:00:00+00:00,2010-12-01 00:00:00+00:00,"[-0.02757477 -0.04141175 -0.07959984 ...  0.0068131   0.02433871
  0.01052652]",24,1.0,113,113,Flavor & Quality,Bitterness
3981,1981,0,i am very happy with my purchase of this product.,other,positive,5,B002F914G8,2011-11-28 00:00:00+00:00,2011-11-01 00:00:00+00:00,"[ 0.00676797 -0.02630123 -0.04136602 ...  0.00456481 -0.00975731
  0.01624561]",15,1.0,49,49,Other,
3982,1981,1,it was a gift for a friend who loves plants..,other,positive,5,B002F914G8,2011-11-28 00:00:00+00:00,2011-11-01 00:00:00+00:00,"[ 0.03805314  0.00405088 -0.04101798 ... -0.05893596 -0.00904278
  0.02326759]",21,1.0,45,45,Brewing/Use Convenience,
3983,1982,0,"i will only eat it if its on some buffet and it looks fresh, a coworker of mine that will remain nameless always calls it ""admiral chos"" and we laugh at her everytime.",candy,positive,4,B0002D1590,2006-03-03 00:00:00+00:00,2006-03-01 00:00:00+00:00,"[ 0.02208303 -0.03262472 -0.00462714 ...  0.02521827  0.0245064
 -0.01726657]",2,1.0,167,167,Flavor & Quality,Herbal
3984,1982,1,"anyway, i was making stir fry over rice and needed a new taste and decided to try this bottle of iron chef, i mean how could morimoto steer me wrong?",candy,positive,4,B0002D1590,2006-03-03 00:00:00+00:00,2006-03-01 00:00:00+00:00,"[-0.02126727 -0.02742782 -0.10006868 ... -0.01499959 -0.01712899
 -0.01293714]",29,1.0,149,149,Flavor & Quality,Herbal
3985,1982,2,"it was actually a good blend of spicy and sweet, it blended well with the chicken and cabbage and onions.",candy,positive,4,B0002D1590,2006-03-03 00:00:00+00:00,2006-03-01 00:00:00+00:00,"[ 0.00406117 -0.04738311 -0.08279762 ... -0.01158899 -0.01367679
 -0.01960526]",29,1.0,105,105,Flavor & Quality,Herbal
3986,1983,0,helped with my newborn spit up and gas issues.,baby & pet,positive,5,B007U6I9GY,2012-04-26 00:00:00+00:00,2012-04-01 00:00:00+00:00,"[-0.04450598 -0.01642516 -0.05373456 ... -0.00251704  0.00426504
  0.00494942]",16,1.0,46,46,Other,
3987,1983,1,plus it contains probiotics to help with the immune system.,baby & pet,positive,5,B007U6I9GY,2012-04-26 00:00:00+00:00,2012-04-01 00:00:00+00:00,"[-0.00540074 -0.00454208 -0.01047986 ...  0.01725809 -0.02500117
  0.01297391]",28,1.0,59,59,Health/Nutrition,
3988,1986,0,"in my opinion, this is the best goat cheese made anywhere in the world.",dairy,positive,5,B0026S9O60,2011-11-05 00:00:00+00:00,2011-11-01 00:00:00+00:00,"[ 0.02367488 -0.04478389 -0.02561116 ...  0.02732174  0.04217051
 -0.00103793]",7,1.0,71,71,Flavor & Quality,Herbal
3989,1986,1,it's firm but not too dry and retains the delicate sweetness of goat's milk.,dairy,positive,5,B0026S9O60,2011-11-05 00:00:00+00:00,2011-11-01 00:00:00+00:00,"[ 0.02862286 -0.01807121 -0.0312911  ...  0.00918721  0.01913851
 -0.00374462]",18,1.0,76,76,Flavor & Quality,Bitterness
3990,1986,2,i could eat it three meals a day.,dairy,positive,5,B0026S9O60,2011-11-05 00:00:00+00:00,2011-11-01 00:00:00+00:00,"[-0.011155   -0.04116872 -0.00437572 ...  0.04205619  0.00753116
  0.01901896]",33,1.0,33,33,Flavor & Quality,Sweetness
3991,1987,0,it took me a while to find out that amazon.com sold spices as well as other items.,seasoning & spice,positive,5,B0035RLCLQ,2011-10-23 00:00:00+00:00,2011-10-01 00:00:00+00:00,"[ 0.00547508 -0.04888236 -0.03828043 ...  0.0121819  -0.02001726
  0.01893385]",38,1.0,82,82,Availability/Stock,
3992,1987,1,the pure himalayan salt is difficult to find; and sometimes more expensive than you expect.,seasoning & spice,positive,5,B0035RLCLQ,2011-10-23 00:00:00+00:00,2011-10-01 00:00:00+00:00,"[ 0.01739809 -0.02966565  0.00213349 ... -0.01263584 -0.0229731
 -0.01380418]",11,1.0,91,91,Price & Value,
3993,1987,2,amazon.com had it at a very reasonable price.,seasoning & spice,positive,5,B0035RLCLQ,2011-10-23 00:00:00+00:00,2011-10-01 00:00:00+00:00,"[-0.01659964 -0.00259083 -0.04297302 ...  0.00878458  0.00764474
 -0.01513227]",38,1.0,45,45,Availability/Stock,
3994,1988,0,"the elderflower cordial is a lovely way to enhance the flavor of hot tea, iced tea, as well as using it by itself in hot or cold water to make a pure elderflower tea.",tea,positive,5,B002GJBQ0Q,2011-01-09 00:00:00+00:00,2011-01-01 00:00:00+00:00,"[ 0.02268996 -0.00711601 -0.02696705 ... -0.02784386  0.0220484
  0.01076757]",25,1.0,166,166,Flavor & Quality,Aroma
3995,1988,1,"i sent some as a gift, and the recipients have raved about it.",tea,positive,5,B002GJBQ0Q,2011-01-09 00:00:00+00:00,2011-01-01 00:00:00+00:00,"[-0.01522947  0.00681446 -0.0721148  ... -0.03023722  0.01046939
 -0.01886015]",21,1.0,62,62,Brewing/Use Convenience,
3996,1989,0,this is a great substitute and easier on the back.,drink,positive,5,B002T0NWKE,2011-09-12 00:00:00+00:00,2011-09-01 00:00:00+00:00,"[ 0.0388365   0.00180829 -0.02457247 ...  0.0098215  -0.02013744
 -0.00706459]",20,1.0,50,50,Other,
3997,1989,1,when you follow the directions on how to make up a batch it was a great find.,drink,positive,5,B002T0NWKE,2011-09-12 00:00:00+00:00,2011-09-01 00:00:00+00:00,"[-0.00995337 -0.04280542 -0.01750727 ... -0.02224697 -0.02171375
 -0.01918098]",36,1.0,77,77,Other,
3998,1989,2,i found trying to make a calorie comparison with canned cola's more difficult than it needed to be.,drink,positive,5,B002T0NWKE,2011-09-12 00:00:00+00:00,2011-09-01 00:00:00+00:00,"[ 0.01962606 -0.02614018 -0.01980739 ...  0.01339789  0.02420129
 -0.00929692]",32,1.0,99,99,Health/Nutrition,
3999,1990,0,my son is allergic to milk and soy.,protein snacks,positive,5,B002GWMP0S,2010-02-28 00:00:00+00:00,2010-02-01 00:00:00+00:00,"[ 0.00806478 -0.02067836 -0.03757703 ... -0.01595376 -0.01144891
  0.00503774]",8,1.0,35,35,Other,
4000,1990,1,"we have tried hemp milk, almond milk, and rice milk.",protein snacks,positive,5,B002GWMP0S,2010-02-28 00:00:00+00:00,2010-02-01 00:00:00+00:00,"[-0.01825587  0.00501623 -0.01764104 ... -0.02570484  0.01089559
 -0.02485353]",22,1.0,52,52,Flavor & Quality,Sweetness
4001,1990,2,we use vanilla for almost all purposes and keep some 8oz boxes of original on hand for mashed potatoes and the like.,protein snacks,positive,5,B002GWMP0S,2010-02-28 00:00:00+00:00,2010-02-01 00:00:00+00:00,"[-0.02526434  0.01404227  0.00392919 ... -0.01623087 -0.00645563
 -0.00481785]",22,1.0,116,116,Flavor & Quality,Sweetness
4002,1991,0,i have always bought whiskas temptations cat treats.,baby & pet,positive,5,B001AVMWJK,2009-07-21 00:00:00+00:00,2009-07-01 00:00:00+00:00,"[ 0.00241965 -0.03239425  0.00282623 ... -0.00369889  0.00185275
 -0.03673111]",31,1.0,52,52,Health/Nutrition,
4003,1991,1,but never the 'all natural' kind. i was pleasantly surprised when the 'all natural' bag contained more treats and the treats were twice the size of the normal temptations treats. my cats love it!,baby & pet,positive,5,B001AVMWJK,2009-07-21 00:00:00+00:00,2009-07-01 00:00:00+00:00,"[ 0.03996976 -0.01288022 -0.03206764 ...  0.01416099 -0.01448723
 -0.00512309]",31,1.0,195,195,Health/Nutrition,
4004,1994,0,took a long time to get shipped but they were worth waiting for.,other,positive,4,B000IEDUHS,2007-11-03 00:00:00+00:00,2007-11-01 00:00:00+00:00,"[ 0.02065266 -0.00049631 -0.03378167 ...  0.0149601  -0.00817138
 -0.00353138]",11,1.0,64,64,Price & Value,
4010,1997,0,i purchased these for my husband as he was recently diagnosed as diabetic.,other,positive,5,B000AYFCEU,2009-02-06 00:00:00+00:00,2009-02-01 00:00:00+00:00,"[-0.025824   -0.0302746  -0.05377483 ...  0.01058167 -0.02084825
 -0.03250646]",21,1.0,74,74,Brewing/Use Convenience,
4011,1997,1,i eat them as much as he does!,other,positive,5,B000AYFCEU,2009-02-06 00:00:00+00:00,2009-02-01 00:00:00+00:00,"[ 0.01877747 -0.03755493 -0.02239525 ... -0.00160174 -0.01803057
  0.04516395]",33,1.0,30,30,Flavor & Quality,Sweetness
4012,1997,2,there is no strange after-taste as with some sugar-substitute enhanced foods.,other,positive,5,B000AYFCEU,2009-02-06 00:00:00+00:00,2009-02-01 00:00:00+00:00,"[-0.01023764  0.0206887  -0.06417514 ...  0.0218562  -0.00299722
 -0.01009955]",1,1.0,77,77,Flavor & Quality,Sweetness
4013,1998,0,a nutritionist recommended these to sweeten my coffee etc.,coffee,positive,5,B004OPJEUE,2011-08-19 00:00:00+00:00,2011-08-01 00:00:00+00:00,"[-0.02798332 -0.04032309 -0.01468348 ...  0.00254314 -0.01037726
 -0.01072317]",1,1.0,58,58,Flavor & Quality,Sweetness
4014,1998,1,as there are no negative after effects unlike artificial sweeteners.,coffee,positive,5,B004OPJEUE,2011-08-19 00:00:00+00:00,2011-08-01 00:00:00+00:00,"[-0.01063227  0.01120263 -0.00051573 ...  0.01988824 -0.0044389
  0.03404807]",1,1.0,68,68,Flavor & Quality,Sweetness
4015,1998,2,stevia is made from herb in south america.,coffee,positive,5,B004OPJEUE,2011-08-19 00:00:00+00:00,2011-08-01 00:00:00+00:00,"[-0.0408486  -0.03763399 -0.0158894  ... -0.01523499 -0.00020773
  0.02120499]",1,1.0,42,42,Flavor & Quality,Sweetness
4016,1999,0,"i tend to be skeptical about dried/packaged meat, but i got one of these as a free sample so i had to try it.",protein snacks,positive,5,B001E55ZQO,2010-08-19 00:00:00+00:00,2010-08-01 00:00:00+00:00,"[-0.02444527 -0.01409106 -0.04735947 ...  0.0216556  -0.02122742
 -0.00348708]",33,1.0,109,109,Flavor & Quality,Sweetness
4017,1999,1,"turns out it's utterly delicious: soft, chewy, spicy and fresh-tasting. highly recommended.",protein snacks,positive,5,B001E55ZQO,2010-08-19 00:00:00+00:00,2010-08-01 00:00:00+00:00,"[-0.01893324 -0.04403258 -0.06278672 ...  0.00048812  0.00322377
 -0.04421167]",14,1.0,91,91,Flavor & Quality,Herbal
4021,2002,0,i have used this sauce mix for 40 years.,condiments,positive,5,B001EQ574I,2010-03-21 00:00:00+00:00,2010-03-01 00:00:00+00:00,"[-0.02473544 -0.01885943 -0.03300735 ... -0.00329605 -0.00780344
 -0.03201687]",2,1.0,40,40,Flavor & Quality,Herbal
4022,2002,1,they no longer pack the retail/ home use size.,condiments,positive,5,B001EQ574I,2010-03-21 00:00:00+00:00,2010-03-01 00:00:00+00:00,[0.004189   0.00357649 0.00501976 ... 0.00317695 0.00469591 0.0078711 ],5,1.0,46,46,Flavor & Quality,Herbal
4023,2003,0,i shopped by price and this was far and away the best price out there.,other,positive,5,B000256DPE,2008-07-30 00:00:00+00:00,2008-07-01 00:00:00+00:00,"[-0.03630434 -0.03679568 -0.06802287 ...  0.02710542  0.01602304
 -0.00501914]",11,1.0,70,70,Price & Value,
4024,2004,0,"these are a great, healthy snack that i can feel good about giving to my kids.",snack,positive,5,B000VK2UDE,2012-04-13 00:00:00+00:00,2012-04-01 00:00:00+00:00,"[ 0.05742087 -0.00064582 -0.09368668 ...  0.00152774  0.00029912
 -0.00517766]",16,1.0,78,78,Other,
4025,2004,1,"i love the packaging too because i can just keep several in my purse for those ""hunger emergencies!""",snack,positive,5,B000VK2UDE,2012-04-13 00:00:00+00:00,2012-04-01 00:00:00+00:00,"[-0.03103993 -0.04317348 -0.03085688 ...  0.02469858  0.02225356
  0.02161289]",5,1.0,100,100,Flavor & Quality,Herbal
4026,2005,0,"my 16 year old cat, little bug has joined that ever growing club of hyperthyroid cats.",baby & pet,positive,5,B001FSJCPK,2012-03-30 00:00:00+00:00,2012-03-01 00:00:00+00:00,"[-0.00759373  0.01364812  0.01488445 ... -0.01541777 -0.0268114
  0.00177419]",13,1.0,86,86,Health/Nutrition,
4027,2005,1,"while she is super easy to pill, is was clear that hunting her down twice a day to drop a pill down her throat was hurting our relationship.",baby & pet,positive,5,B001FSJCPK,2012-03-30 00:00:00+00:00,2012-03-01 00:00:00+00:00,"[ 0.01261643  0.01061438  0.02367336 ... -0.00457662 -0.00674375
  0.02718573]",30,1.0,140,140,Health/Nutrition,
4028,2005,2,in addition i wanted it to be easy for someone else to pill her when necessary.,baby & pet,positive,5,B001FSJCPK,2012-03-30 00:00:00+00:00,2012-03-01 00:00:00+00:00,"[ 0.0233389  -0.01739066 -0.04059334 ... -0.0020868  -0.01835933
  0.0038463 ]",30,1.0,79,79,Health/Nutrition,
4032,2009,0,we were pleasantly surprised with the low acidity and smooth flavor!,coffee,positive,5,B003VXHGPK,2010-09-04 00:00:00+00:00,2010-09-01 00:00:00+00:00,"[-0.0259088  -0.0231848  -0.08524511 ...  0.00382716  0.01554281
  0.02227269]",18,1.0,68,68,Flavor & Quality,Bitterness
4033,2009,1,the rodeo drive k cups are on our top five k cup list!,coffee,positive,5,B003VXHGPK,2010-09-04 00:00:00+00:00,2010-09-01 00:00:00+00:00,"[-0.0331089  -0.02396833 -0.0641348  ...  0.0132929   0.03782309
 -0.00228514]",17,1.0,54,54,Brewing/Use Convenience,
4034,2010,0,this coffee was not what i expected but enjoyed it greatly.,coffee,positive,4,B003VXHGPK,2011-05-23 00:00:00+00:00,2011-05-01 00:00:00+00:00,"[-0.0235919  -0.0210324  -0.04577422 ...  0.009323    0.00778978
  0.0086244 ]",23,1.0,59,59,Flavor & Quality,Caffeine
4035,2010,1,i was looking for a stronger vanilla flavor but after trying it i enjoyed it a lot.,coffee,positive,4,B003VXHGPK,2011-05-23 00:00:00+00:00,2011-05-01 00:00:00+00:00,"[-0.009865   -0.02912461 -0.04574884 ... -0.0019411  -0.03015557
  0.02128932]",24,1.0,83,83,Flavor & Quality,Bitterness
4036,2010,2,it was light and smooth and left no aftertaste.,coffee,positive,4,B003VXHGPK,2011-05-23 00:00:00+00:00,2011-05-01 00:00:00+00:00,"[-0.0093217  -0.00857876 -0.09606178 ... -0.01078854  0.01817351
  0.02471394]",18,1.0,47,47,Flavor & Quality,Bitterness
4037,2011,0,i love coffee with no bitterness and lots of good coffee taste and this one fits the bill.,coffee,positive,5,B003VXHGPK,2010-08-13 00:00:00+00:00,2010-08-01 00:00:00+00:00,"[-0.03798712 -0.02030803 -0.02995555 ...  0.01889708 -0.00149763
 -0.00077632]",23,1.0,90,90,Flavor & Quality,Caffeine
4038,2011,1,holds up well to milk & sugar-i love it in the morning for the first cup and in the evening just as much.,coffee,positive,5,B003VXHGPK,2010-08-13 00:00:00+00:00,2010-08-01 00:00:00+00:00,"[-0.01473585 -0.06549818 -0.05204101 ...  0.01268748 -0.00914318
  0.01389167]",36,1.0,105,105,Other,
4039,2012,0,"i don't like flavored coffee, so when i saw a review that the cinnamon flavor was weak i decided that's worth a try.",coffee,positive,5,B003GU0ENY,2010-11-10 00:00:00+00:00,2010-11-01 00:00:00+00:00,"[-0.01851027 -0.01521362 -0.06375019 ... -0.02664054  0.02826659
  0.00297924]",23,1.0,116,116,Flavor & Quality,Caffeine
4040,2012,1,a very subtle cinnamon that is incorporated into the grounds and activates when the coffee is brewed.,coffee,positive,5,B003GU0ENY,2010-11-10 00:00:00+00:00,2010-11-01 00:00:00+00:00,"[-0.04103399 -0.02816674 -0.02445301 ... -0.0592626   0.01074233
  0.00504425]",23,1.0,101,101,Flavor & Quality,Caffeine
4041,2012,2,it is not overpowering and adds just a little extra spice to an all ready good cup of coffee.,coffee,positive,5,B003GU0ENY,2010-11-10 00:00:00+00:00,2010-11-01 00:00:00+00:00,"[-0.01351792 -0.0449005  -0.03023619 ... -0.04184345  0.01213269
  0.01552411]",18,1.0,93,93,Flavor & Quality,Bitterness
4042,2013,0,kettle was having a special deal for the case of chips.,snack,positive,5,B0058AMY10,2008-07-14 00:00:00+00:00,2008-07-01 00:00:00+00:00,"[-0.01365102 -0.03041542 -0.01740804 ... -0.03816896  0.02357495
 -0.01375579]",26,1.0,55,55,Flavor & Quality,Bitterness
4043,2013,1,they are hard to find in vegas and are my favorite flavor.,snack,positive,5,B0058AMY10,2008-07-14 00:00:00+00:00,2008-07-01 00:00:00+00:00,"[-0.00103619 -0.03788392 -0.08266512 ... -0.01295155 -0.00577966
  0.01209578]",37,1.0,58,58,Availability/Stock,
4049,2016,0,if you're looking at this you probably already know you like these chips. this is a great deal and i have not had any problems with them going stale. the 1oz bags are a great size for a snack and help avoid over-eating.,snack,positive,5,B0058AMY10,2012-09-21 00:00:00+00:00,2012-09-01 00:00:00+00:00,"[ 0.01858212 -0.04084262 -0.03947274 ... -0.00884078  0.02478462
 -0.01935585]",26,1.0,219,219,Flavor & Quality,Bitterness
4050,2017,0,i love mulled cider and have always made several batches over the winter months.,seasoning & spice,positive,5,B001EQ4LFO,2008-01-27 00:00:00+00:00,2008-01-01 00:00:00+00:00,"[-0.00760982  0.00842033 -0.00217263 ... -0.05686457 -0.00584727
 -0.02428966]",12,1.0,80,80,Health/Nutrition,
4051,2017,1,(the usual procedure of putting your mulling spices in cheese cloth and doing a quart or so at a time.) what a nice surprise to find this spice blend that is a powder.,seasoning & spice,positive,5,B001EQ4LFO,2008-01-27 00:00:00+00:00,2008-01-01 00:00:00+00:00,"[-0.01595316 -0.01003009 -0.05618528 ... -0.05487215 -0.02630454
 -0.03363853]",36,1.0,167,167,Other,
4052,2017,2,"all you do is add some to your hot cider and you can make a single cup if you want, rather than a quart.",seasoning & spice,positive,5,B001EQ4LFO,2008-01-27 00:00:00+00:00,2008-01-01 00:00:00+00:00,"[-0.02614983 -0.03431854 -0.00925206 ... -0.06818879 -0.015142
 -0.00078916]",36,1.0,104,104,Other,
4053,2018,0,i bought these when i was looking for low point snacks as i have been doing weight watchers.,snack,positive,5,B000FK5O0G,2012-07-23 00:00:00+00:00,2012-07-01 00:00:00+00:00,"[-0.0157939  -0.03767137 -0.00791645 ...  0.01449399 -0.02268342
 -0.01934265]",10,1.0,92,92,Health/Nutrition,
4054,2018,1,i eat the cinnamon apples when i want something crunchy.,snack,positive,5,B000FK5O0G,2012-07-23 00:00:00+00:00,2012-07-01 00:00:00+00:00,"[-0.00671117 -0.03621363 -0.0318447  ... -0.03718451  0.00284284
  0.01362866]",4,1.0,56,56,Flavor & Quality,Sweetness
4055,2018,2,"when i want chewy and a little sweeter, i eat the dried pears.",snack,positive,5,B000FK5O0G,2012-07-23 00:00:00+00:00,2012-07-01 00:00:00+00:00,"[ 0.01306311 -0.0474103  -0.04679838 ... -0.00435659  0.01132712
 -0.02353222]",14,1.0,62,62,Flavor & Quality,Herbal
4059,2020,0,"simple, gets the job done, no excess unnecessary crap.",drink,positive,5,B000EDG5CA,2010-07-30 00:00:00+00:00,2010-07-01 00:00:00+00:00,"[-0.02118305  0.0208935  -0.05507593 ...  0.00160302 -0.00166683
  0.00603488]",15,1.0,54,54,Other,
4060,2020,1,i usually mix it with milk and frozen strawberries and it tastes like perfection.,drink,positive,5,B000EDG5CA,2010-07-30 00:00:00+00:00,2010-07-01 00:00:00+00:00,"[ 0.00186066 -0.04552629 -0.02687618 ...  0.03421    -0.01031523
  0.01966205]",36,1.0,81,81,Other,
4061,2020,2,"haven't tried it by itself or with water though, but i would imagine it was good with milk and gross with water.",drink,positive,5,B000EDG5CA,2010-07-30 00:00:00+00:00,2010-07-01 00:00:00+00:00,"[-0.01461809 -0.00376329 -0.04909987 ...  0.02647664 -0.00051003
 -0.02583026]",36,1.0,112,112,Other,
4062,2021,0,crispy (even in milk!) and deliciously filling after a morning run...,staples,positive,5,B000KELSYI,2008-03-22 00:00:00+00:00,2008-03-01 00:00:00+00:00,"[-0.00391652  0.03270964 -0.06607045 ... -0.0144263  -0.00262979
 -0.0087785 ]",4,1.0,69,69,Flavor & Quality,Sweetness
4063,2021,1,"thanks for making life a bit easier to be healthy on the go with a wholesome cereal with protein, vitamins, and roughage to keep us all energized to bring out the athletes in us.",staples,positive,5,B000KELSYI,2008-03-22 00:00:00+00:00,2008-03-01 00:00:00+00:00,"[ 0.05288998  0.00327196 -0.02435452 ...  0.01235681 -0.01696737
  0.01074728]",28,1.0,178,178,Health/Nutrition,
4064,2022,0,i was looking for a good price on the lemonade flavor and that is exactly what i got here!,drink,positive,5,B003CN5NPE,2011-09-19 00:00:00+00:00,2011-09-01 00:00:00+00:00,"[-0.01213346 -0.05299672 -0.08692478 ...  0.00974354 -0.0069162
  0.02568693]",11,1.0,90,90,Price & Value,
4065,2023,0,our 12 year old cat started losing her hair and then developed severe diarrhea and stopped using the litter box.,baby & pet,positive,5,B000XS6RJW,2012-04-13 00:00:00+00:00,2012-04-01 00:00:00+00:00,"[ 0.01303728 -0.01397335  0.02234157 ...  0.00179601 -0.01707478
 -0.01576654]",13,1.0,112,112,Health/Nutrition,
4066,2023,1,"after trying different foods, vet tests and an antibiotic, this food solved the diarrhea problem within a couple of days.",baby & pet,positive,5,B000XS6RJW,2012-04-13 00:00:00+00:00,2012-04-01 00:00:00+00:00,"[-0.02483054 -0.07304646 -0.01472534 ...  0.02861862 -0.01233863
 -0.01825067]",27,1.0,121,121,Health/Nutrition,
4067,2023,2,it's now been 2 months and no more diarrhea issues.,baby & pet,positive,5,B000XS6RJW,2012-04-13 00:00:00+00:00,2012-04-01 00:00:00+00:00,"[-0.01257231 -0.02346751  0.01442083 ...  0.0096955  -0.02622191
  0.00494874]",8,1.0,51,51,Other,
