ProductId,final_category,cat_confidence
B000IHNCQO,snack,0.6666666666666666
B000IHXQ9W,pet food,1.0
B000IKEED6,sugar & sweetener,1.0
B000IKGG5U,jam & spread,1.0
B000ILA5RO,snack,1.0
B000ILEITA,chocolate,1.0
B000ILEIUE,pet food,1.0
B000ILEVWO,sauce & dressing,1.0
B000ILILLQ,snack,1.0
B000IMJU3I,snack,1.0
B000IOC7RW,snack,1.0
B000ITUEDQ,snack,1.0
B000ITYT0K,other,1.0
B000IW71BQ,dried fruit,1.0
B000J2DQ46,seasoning & spice,1.0
B000J41TB6,drink,1.0
B000J423MK,other,1.0
B000J4EPGW,drink,1.0
B000JGLE0U,other,1.0
B000JIN1H2,dried fruit,1.0
B000JJK0B6,snack,1.0
B000JJLXAI,cheese,1.0
B000JKJJHG,sauce & dressing,1.0
B000JL0NDO,cereal,1.0
B000JOE224,pet food,1.0
B000JSLYSU,chocolate,1.0
B000JSO18K,soup,1.0
B000JSQKS4,soup,1.0
B000JSSNW0,tea,1.0
B000JVGNP6,coffee,1.0
B000JWCA0M,nuts & seeds,1.0
B000JX0A76,tea,1.0
B000JZYM8W,snack,1.0
B000K2CSS0,drink,1.0
B000K2D5PK,gum,1.0
B000K4ZA56,other,1.0
B000K6DVDM,tea,1.0
B000K6X8KI,rice & grain,1.0
B000K89490,rice & grain,1.0
B000K8ATPI,candy,1.0
B000K8ID2E,drink,0.5
B000K8UL4C,snack,1.0
B000KADHIW,cereal,1.0
B000KC0XJQ,drink,1.0
B000KEJMS2,flour & baking mix,1.0
B000KELHNU,soup,1.0
B000KELSYI,cereal,1.0
B000KENKXA,sugar & sweetener,1.0
B000KEPBGO,cereal,1.0
B000KEVF3M,pet food,1.0
B000KFVAF4,chocolate,1.0
B000KFZ3LQ,other,1.0
B000KGW2BY,snack,1.0
B000KHYU54,coffee,1.0
B000KNB0NI,honey,1.0
B000KNB0OW,cereal,1.0
B000KND8RY,coffee,1.0
B000KNDF7M,tea,0.5
B000KSPX7C,coffee,1.0
B000KV61FC,pet food,1.0
B000KV7ZGQ,pet food,1.0
B000KY6NQG,chocolate,1.0
B000L8FZMY,cheese,1.0
B000LBGBP6,chocolate,1.0
B000LCIO3M,dried fruit,1.0
B000LDOUHU,tea,1.0
B000LDRWWU,pet food,1.0
B000LG2GU0,jerky & dried meat,1.0
B000LJDQ06,pet food,1.0
B000LKTEYC,snack,1.0
B000LKTJ9C,nut & seeds,1.0
B000LKTKTG,seasoning & spice,1.0
B000LKTMLM,chocolate,1.0
B000LKTQAE,syrup,1.0
B000LKTUGY,energy bar,1.0
B000LKTVCC,snack,1.0
B000LKTXHA,soup,1.0
B000LKTZNM,canned food,1.0
B000LKU3DI,snack,1.0
B000LKU3K6,jerky & dried meat,1.0
B000LKU3WY,snack,1.0
B000LKU4XM,supplement,1.0
B000LKUTIM,noodle & pasta,1.0
B000LKV2KQ,snack,1.0
B000LKV2TC,canned food,1.0
B000LKV3DC,drink,1.0
B000LKV7T2,nuts & seeds,1.0
B000LKVAFI,milk & cream,1.0
B000LKVBGG,chocolate,1.0
B000LKVCCO,candy,1.0
B000LKVD5U,drink,0.3333333333333333
B000LKVDLO,other,1.0
B000LKVL16,jerky & dried meat,1.0
B000LKVQXY,snack,1.0
B000LKVROW,tea,1.0
B000LKVRVA,snack,1.0
B000LKVSDM,baby food,1.0
B000LKVSR8,soup,1.0
B000LKVTCW,other,1.0
B000LKWVFQ,cereal,1.0
B000LKX01K,other,1.0
B000LKX1HI,canned food,1.0
B000LKXBL4,snack,1.0
B000LKXCB8,seasoning & spice,1.0
B000LKXFBK,other,1.0
B000LKXGFU,cake & pastry,1.0
B000LKXHUY,milk & cream,1.0
B000LKXJW0,dried fruit,1.0
B000LKXNG2,syrup,1.0
B000LKXQCS,jerky & dried meat,1.0
B000LKXRW2,chocolate,1.0
B000LKYNLG,canned food,1.0
B000LKYSOI,drink,1.0
B000LKYUAU,coffee,1.0
B000LKYWZI,cereal,0.6666666666666666
B000LKYY6A,supplement,1.0
B000LKYYBU,tea,1.0
B000LKZ3GA,chocolate,1.0
B000LKZ86K,other,1.0
B000LKZ8RY,sauce & dressing,1.0
B000LKZ91Y,other,1.0
B000LKZ9KK,other,1.0
B000LKZA1I,flour & baking mix,1.0
B000LKZBI0,tea,1.0
B000LKZK36,meat,1.0
B000LKZL76,tea,1.0
B000LKZLCQ,drink,1.0
B000LL0R92,drink,1.0
B000LL0RFQ,rice & grain,1.0
B000LL3PO6,cheese,1.0
B000LLHRU4,canned food,1.0
B000LLKCV0,seasoning & spice,1.0
B000LO40AG,candy,0.5
B000LQJKPE,tea,1.0
B000LQLV7E,soup,0.5
B000LQN5TQ,other,1.0
B000LQNK5A,snack,1.0
B000LQNK96,other,1.0
B000LQOJ6E,tea,1.0
B000LQORES,drink,1.0
B000LR0M1E,canned food,1.0
B000LR4FNU,drink,1.0
B000LRE2MO,cheese,1.0
B000LRH780,candy,1.0
B000LRH7GC,drink,1.0
B000LRIGJE,coffee,1.0
B000LRKLTW,candy,0.5
B000LRKR1E,soup,1.0
B000LT0STS,sugar & sweetener,0.3333333333333333
B000LTIDR2,snack,1.0
B000LVTWLG,drink,1.0
B000LZJPRS,snack,1.0
B000M0F58U,tea,1.0
B000M646KM,plant,1.0
B000M9N1NW,rice & grain,1.0
B000MANI4S,snack,1.0
B000MAOJDW,other,1.0
B000MBZGBA,candy,1.0
B000MD48XU,vegetable,1.0
B000MDHHOC,snack,1.0
B000MGWEZQ,other,1.0
B000MGWIH0,sugar & sweetener,0.6666666666666666
B000MMO8W2,sauce & dressing,1.0
B000MNWYZE,coffee,1.0
B000MPRP4C,tea,1.0
B000MQVM5O,rice & grain,1.0
B000MRI24M,candy,1.0
B000MRU0PQ,chocolate,0.5
B000MS798G,drink,1.0
B000MT5194,canned food,1.0
B000MT8G64,snack,1.0
B000MTM0WK,drink,1.0
B000MTQIXM,fruit,1.0
B000MUPCEW,energy bar,1.0
B000MWYAMU,other,1.0
B000MXEN9O,pet food,1.0
B000MXHQR0,cereal,1.0
B000MXHQTS,snack,1.0
B000MXHQZW,candy,1.0
B000MXJR5Y,cake & pastry,1.0
B000MXJR68,snack,1.0
B000MXX04S,tea,1.0
B000N17T4G,other,1.0
B000N36U44,drink,1.0
B000N42A0G,drink,1.0
B000N4LS04,seasoning & spice,1.0
B000N4M6XC,other,1.0
B000N5BNN0,drink,1.0
B000N648QS,pet food,1.0
B000N9IJQA,oil & vinegar,1.0
B000NBQUNW,supplement,0.5
B000NBYPEI,coffee,1.0
B000NCW0BC,seasoning & spice,1.0
B000NGNEKY,coffee,0.5
B000NGP8UI,sugar & sweetener,1.0
B000NHYNNU,tea,1.0
B000NIFO96,coffee,1.0
B000NMCQ9S,candy,1.0
B000NME0QK,candy,1.0
B000NME7F4,candy,1.0
B000NMHY7W,candy,1.0
B000NMHYO0,candy,1.0
B000NMI4QM,drink,1.0
B000NMI4ZS,candy,1.0
B000NMJWZO,flour & baking mix,0.375
B000NNGQRA,tea,1.0
B000NOYZV8,coffee,1.0
B000NU8H0C,drink,1.0
B000NVU4Q6,chocolate,1.0
B000O393QK,tea,1.0
B000O5DI1E,pet food,0.5
B000O82BEG,candy,1.0
B000O88OXI,dried fruit,1.0
B000O8UP76,snack,1.0
B000O9RELA,cake & pastry,1.0
B000OB4ESY,nuts & seeds,1.0
B000OC7NB8,candy,1.0
B000OCLVIO,tea,1.0
B000ODH4BG,other,1.0
B000OH57ZW,rice & grain,1.0
B000OHBAE4,gum,1.0
B000OJ1GUK,nut & seeds,1.0
B000OQ2DJQ,other,1.0
B000OQ2DL4,supplement,0.5
B000OQ4A3S,candy,1.0
B000ORSIJ4,biscuit & cookie,1.0
B000ORY230,drink,1.0
B000OSGASE,pet food,1.0
B000OTZXAO,rice & grain,1.0
B000OU5EJS,cheese,1.0
B000OZFECU,drink,1.0
B000P0VRW0,snack,1.0
B000P3T4HW,candy,1.0
B000P49A0W,candy,1.0
B000P55XAC,drink,1.0
B000P5OXYY,seasoning & spice,1.0
B000P77GPK,candy,1.0
B000PAM5CQ,chocolate,1.0
B000PBJ66I,canned food,1.0
B000PBQ65C,other,1.0
B000PDLBBO,noodle & pasta,1.0
B000PDWBKO,snack,0.7777777777777778
B000PDY3P0,snack,1.0
B000PEDTT0,sauce & dressing,1.0
B000PG8KGU,supplement,1.0
B000PGQQFC,tea,1.0
B000PHN63Q,drink,1.0
B000PIB6FA,snack,1.0
B000PJFH0E,chocolate,0.5
B000PKFZ0A,vegetable,1.0
B000PKYG1Y,pet food,1.0
B000PSNJXC,tea,1.0
B000PU6QXA,candy,1.0
B000PW05RQ,cereal,1.0
B000PWTCBQ,seasoning & spice,1.0
B000PWTXE2,cake & pastry,1.0
B000Q3PTXO,jam & spread,1.0
B000Q5X876,snack,1.0
B000Q5X8DK,snack,0.6666666666666666
B000Q611U6,snack,0.5
B000Q6XR0S,candy,1.0
B000Q71L50,candy,1.0
B000Q7BOBQ,chocolate,1.0
B000QAWN2C,seasoning & spice,1.0
B000QB0XDC,seasoning & spice,1.0
B000QDNIKU,coffee,1.0
B000QFOXTS,soup,1.0
B000QFPY8C,syrup,1.0
B000QSN7P6,baby food,1.0
B000QSON4K,pet food,0.6
B000QV0GNE,supplement,1.0
B000QV0M1A,snack,1.0
B000QV4U4U,seasoning & spice,1.0
B000QY9YDY,coffee,1.0
B000R7X45O,soup,1.0
B000RE6GLG,supplement,1.0
B000RE7QIS,coffee,1.0
B000REI2X6,candy,1.0
B000RH4FG6,baby food,1.0
B000RHUWMC,tea,1.0
B000RHXH6K,rice & grain,1.0
B000RHXKDA,dried fruit,1.0
B000RI1FDG,other,1.0
B000RI1W8E,jerky & dried meat,1.0
B000RI1W9S,snack,1.0
B000RI4DOE,pet food,1.0
B000RJRFNO,tea,1.0
B000RNHAF8,other,1.0
B000ROR8Z4,yogurt,1.0
B000RY8Z88,sauce & dressing,1.0
B000RZAJL8,meat,1.0
B000S11CD0,snack,1.0
B000S4GCNM,candy,1.0
B000S97K9M,snack,1.0
B000S9IJN8,pet food,1.0
B000SANUJ0,drink,1.0
B000SAPV6A,tea,1.0
B000SAPXN6,drink,1.0
B000SAQACE,candy,1.0
B000SARJF6,drink,0.5
B000SARJLA,tea,1.0
B000SARZ64,drink,1.0
B000SATIBO,tea,1.0
B000SATID2,seasoning & spice,1.0
B000SATIFA,tea,1.0
B000SATIZA,tea,1.0
B000SAVWR2,flour & baking mix,1.0
B000SDIO3E,drink,1.0
B000SDKDM4,coffee,1.0
B000SDO5YQ,snack,1.0
B000SQLQ0Y,pet food,1.0
B000ST9GCQ,coffee,1.0
B000SU201O,other,1.0
B000SUKHZ0,candy,1.0
B000SW4NZI,canned food,1.0
B000TAZPYM,snack,1.0
B000TK6LBS,seasoning & spice,1.0
B000TMS0QA,jam & spread,1.0
B000TQEWM2,coffee,0.8
B000TRFGGM,other,1.0
B000TUM7PM,sugar & sweetener,1.0
B000TV4W2C,snack,1.0
B000TV8NR2,snack,1.0
B000TV8STA,soup,1.0
B000TVQVNA,tea,1.0
B000TWQ7TC,chocolate,1.0
B000U676C4,other,1.0
B000U96JEC,sauce & dressing,1.0
B000UA0QCM,drink,1.0
B000UBD88A,coffee,1.0
B000UGUWZM,plant,1.0
B000UI8K5Y,syrup,1.0
B000UJTZ8O,other,1.0
B000UMC36W,candy,1.0
B000UOHJ6O,snack,1.0
B000UPALJ0,drink,1.0
B000UUWECC,milk & cream,0.5
B000UUYOPW,other,1.0
B000UVBYRM,protein bar,0.5
B000UXBOOI,snack,1.0
B000UXY2EC,milk & cream,1.0
B000UXY2EM,other,1.0
B000UY0JUC,sauce & dressing,1.0
B000UYIPYY,snack,1.0
B000UYIPZS,jam & spread,1.0
B000UZWWHO,seasoning & spice,1.0
B000V0H4A8,snack,1.0
B000V17ML8,seasoning & spice,1.0
B000V17MLS,seasoning & spice,0.6666666666666666
B000V1AWBK,rice & grain,0.5
B000V1O28Y,canned food,1.0
B000V1WXJO,dried fruit,1.0
B000V4PW6M,snack,1.0
B000V5X0MO,drink,1.0
B000V6FTTU,candy,1.0
B000V76YOS,canned food,1.0
B000V7SV1W,drink,1.0
B000V9PH4O,tea,1.0
B000V9SMXC,coffee,1.0
B000VDL7RG,nut & seeds,0.5
B000VI3JCC,drink,1.0
B000VIFCYU,soup,1.0
B000VJRP0S,tea,1.0
B000VJYTZM,supplement,1.0
B000VK08OC,drink,0.5
B000VK2UDE,snack,1.0
B000VK339Y,pet food,0.5
B000VK33C6,pet food,0.75
B000VK4AZU,cereal,1.0
B000VK4E6A,pet food,1.0
B000VK4K2S,soup,0.3333333333333333
B000VK6NDC,pet food,1.0
B000VK6P1C,drink,1.0
B000VK6TGI,rice & grain,1.0
B000VK6TKO,baby food,0.5
B000VK8A0Q,sugar & sweetener,1.0
B000VK8AVK,snack,0.9
B000VK8HJ0,pet food,1.0
B000VK9VQS,tea,1.0
B000VKA68A,soup,1.0
B000VKA92I,baby food,0.5
B000VM7HFS,dried fruit,1.0
B000VQBIPY,candy,1.0
B000VQD4Z6,noodle & pasta,1.0
B000VTQB6W,pet food,0.5
B000VTR1G6,coffee,1.0
B000VVT9IM,other,1.0
B000VZSRWM,sauce & dressing,1.0
B000VZTTQ0,candy,1.0
B000W59DQU,noodle & pasta,1.0
B000W5SLB8,pet food,1.0
B000W5U5RG,pet food,1.0
B000W655AW,candy,1.0
B000W7GXZ2,candy,1.0
B000W7PUS8,sauce & dressing,1.0
B000W7WQX0,snack,1.0
B000WEKOQE,jam & spread,1.0
B000WEMH5K,other,1.0
B000WFEN74,canned food,1.0
B000WFGOX0,baby food,1.0
B000WFKGR0,pet food,1.0
B000WFKI82,pet food,0.75
B000WFKWDI,pet food,1.0
B000WFLOCQ,pet food,1.0
B000WFLZ84,soup,1.0
B000WFM9QQ,pet food,1.0
B000WFN0VO,pet food,1.0
B000WFNLP4,pet food,1.0
B000WFNW4O,baby food,1.0
B000WFORH0,drink,0.3333333333333333
B000WFPJIG,other,1.0
B000WFRQQ4,rice & grain,0.5
B000WFRUP6,baby food,1.0
B000WFSKK0,pet food,1.0
B000WFUL3E,rice & grain,1.0
B000WH9LSI,snack,1.0
B000WKXVLI,chocolate,1.0
B000WL167S,candy,1.0
B000WL58J0,jam & spread,1.0
B000WLIAPE,other,1.0
B000WN468M,snack,1.0
B000WO1HYC,milk & cream,1.0
B000WSHV1Q,pet food,1.0
B000WT93TS,nut & seeds,1.0
B000WVY4PE,cake & pastry,1.0
B000WVYB8Y,supplement,0.6666666666666666
B000X1GFN2,coffee,1.0
B000X9D8ZM,supplement,1.0
B000XAMNPC,pet food,1.0
B000XE7S7Q,pet food,1.0
B000XEN1LS,other,1.0
B000XEV9TO,tea,1.0
B000XEV9YE,drink,0.5
B000XEYUMC,tea,1.0
B000XJS6Z4,coffee,1.0
B000XS6RJW,pet food,1.0
B000XSGMHO,snack,1.0
B000XSJLW2,cake & pastry,1.0
B000XZBXP8,pet food,1.0
B000XZFZI4,pet food,1.0
B000Y2CT6M,drink,0.5
B000Y2M07U,drink,1.0
B000Y434HI,pet food,1.0
B000Y4S38I,sugar & sweetener,1.0
B000Y8X0LE,skin care,1.0
B000YC317I,drink,1.0
B000YDRP2Y,soup,1.0
B000YHGMTW,candy,1.0
B000YHLS8W,snack,1.0
B000YHNQSC,other,1.0
B000YIWN0S,pet food,1.0
B000YK7V9O,baby food,1.0
B000YPG7RQ,drink,1.0
B000YPKODY,dried fruit,1.0
B000YPMKRC,cereal,1.0
B000YQCDQY,sugar & sweetener,1.0
B000YSQ9GC,baby food,1.0
B000YSRK7E,snack,1.0
B000YSS7EO,candy,0.5
B000YSTGGW,cereal,1.0
B000YSTIL0,snack,1.0
B000YT7RLW,biscuit & cookie,1.0
B000YTAOIU,snack,1.0
B000YTC9MO,snack,1.0
B000YUOI4A,cereal,1.0
B000YUOWVO,drink,1.0
B000YVGMZW,oil & vinegar,1.0
B000Z3IQ0S,drink,1.0
B000Z3IQ3U,pet food,1.0
B000Z45RL8,sugar & sweetener,1.0
B000Z8Z8DQ,drink,1.0
B000Z8ZOM6,tea,1.0
B000Z95UME,tea,1.0
B000ZFDLNI,other,1.0
B000ZGY7X0,seasoning & spice,1.0
B000ZSX4D2,chocolate,0.5
B000ZSX4GE,drink,0.5
B000ZSZ5S4,nut & seeds,1.0
B000ZT15EQ,snack,1.0
B000ZZS6XS,candy,1.0
B0010748DM,pet food,1.0
B00108ES0Y,chocolate,1.0
B0010CBEY8,sauce & dressing,1.0
B0010S8XHS,other,1.0
B0010TCFYO,protein bar,1.0
B0010TGJQO,honey,1.0
B0010UOGWM,drink,1.0
B00110FN28,candy,1.0
B00112EUPM,drink,1.0
B00112GBO0,tea,1.0
B00113FULO,coffee,1.0
B00113FUOQ,tea,1.0
B00113WU0S,drink,1.0
B00113XJQW,rice & grain,1.0
B00115X9Q0,oil & vinegar,1.0
B00116629A,snack,1.0
B001181NBA,protein bar,0.5
B001189I3A,milk & cream,0.5
B0011DFY38,syrup,1.0
B0011EO7WQ,milk & cream,0.3333333333333333
B0011G6DMG,drink,1.0
B0011MZLEQ,drink,1.0
B0011X5S8Y,tea,1.0
B0011XKHY4,syrup,1.0
B001225KGO,seasoning & spice,1.0
B001225KXM,sauce & dressing,1.0
B001228Q5Q,canned food,1.0
B00122AMS0,seasoning & spice,1.0
B00124YOFU,sugar & sweetener,1.0
B00125ZCWI,supplement,0.75
B00126N3CI,candy,1.0
B0012AD8SI,noodle & pasta,1.0
B0012AL40W,candy,1.0
B0012BSMJM,tea,0.6666666666666666
B0012BU7P4,other,1.0
B0012BUR8Q,drink,0.5
B0012C0X3O,chocolate,1.0
B0012C2GFM,candy,0.5
B0012C7VLG,supplement,1.0
B0012HEVOG,canned food,1.0
B0012HLESW,rice & grain,1.0
B0012IP658,snack,1.0
B0012KB3ZI,pet food,0.5
B0012KB466,soup,1.0
B0012KB47K,pet food,1.0
B0012KIBP8,pet food,1.0
B0012LAFG0,snack,1.0
B0012NI060,tea,1.0
B0012NUVN0,jerky & dried meat,1.0
B0012O2N1W,drink,1.0
B0012ORCPY,soup,1.0
B0012S8VHS,soup,1.0
B0012TYZ4K,other,1.0
B0012UV1BY,drink,1.0
B0012V1G0Y,pet food,0.6666666666666666
B0012VNB70,candy,1.0
B0012XBDH8,snack,1.0
B0012XEJZ6,candy,1.0
B0012XJBEU,snack,1.0
B0012YEKCM,other,1.0
B0012ZX18A,candy,1.0
B00132YTO2,drink,1.0
B001396HQS,pet food,1.0
B001397WV2,rice & grain,0.5
B00139TT72,pet food,0.5
B00139ZPKM,pet food,1.0
B0013A0QXC,coffee,0.6666666666666666
B0013ENGXK,coffee,1.0
B0013HCP4I,milk & cream,1.0
B0013JK0O8,flour & baking mix,1.0
B0013JNMWA,candy,1.0
B0013JOH38,drink,1.0
B0013L92Y0,pet food,1.0
B0013M07PW,cereal,1.0
B0013M5EM8,snack,1.0
B0013MEB40,candy,1.0
B0013NUGDE,snack,1.0
B0013OVWPE,syrup,1.0
B0013TAI90,coffee,1.0
B0013Z0PTW,snack,1.0
B0013Z1R1W,supplement,1.0
B00141OU50,pet food,1.0
B00141OY4W,candy,1.0
B00141R0IO,candy,1.0
B00141UC9I,pet food,0.5
B00141WDXG,jerky & dried meat,1.0
B001428X16,tea,1.0
B00142BX68,tea,0.5
B00142I7BM,coffee,1.0
B001444G5Q,candy,1.0
B00144ECUU,soup,1.0
B001452DM8,oil & vinegar,1.0
B001467JYO,tea,1.0
B00146K7MU,candy,1.0
B0014AUJII,tea,0.6666666666666666
B0014AURLM,tea,1.0
B0014AWBS4,honey,1.0
B0014B0HWK,supplement,1.0
B0014C0HJW,candy,1.0
B0014C2IW6,other,1.0
B0014C5ODG,chocolate,1.0
B0014DZQA6,chocolate,1.0
B0014EOU8E,drink,1.0
B0014EOUBQ,drink,1.0
B0014EQHK8,soup,1.0
B0014ET0VQ,soup,1.0
B0014GDRSQ,pet food,1.0
B0014JUPTW,chocolate,1.0
B0014RK2F6,drink,1.0
B0014UAHQM,coffee,1.0
B0014WYXTC,drink,1.0
B0014WYXYW,drink,1.0
B0014WYY1E,drink,1.0
B00152KJMG,cereal,1.0
B00155X14G,honey,1.0
B00158U8DU,nuts & seeds,1.0
B0015CS73E,candy,1.0
B0015D62BW,drink,1.0
B0015IS26U,coffee,1.0
B0015MIGGW,seasoning & spice,1.0
B0015N7E96,candy,1.0
B0015NHRE8,other,1.0
B0015QBRWI,candy,1.0
B0015QV87M,canned food,1.0
B0015R9BQG,jerky & dried meat,1.0
B0015SZCU4,cheese,1.0
B0015UX574,candy,0.5
B0015V7E48,candy,1.0
B0015VVS2M,coffee,1.0
B0015WUQ24,drink,1.0
B0015Y943Y,pet food,1.0
B0015Z3BT6,pet food,1.0
B00161O0VC,candy,1.0
B00164X9SE,snack,1.0
B00164YEJ2,plant,1.0
B001650VPC,chocolate,1.0
B001652NBM,candy,1.0
B0016687F2,drink,1.0
B0016862HU,seasoning & spice,1.0
B00168ACE4,snack,1.0
B00168AE38,snack,1.0
B001691P6C,other,1.0
B001693OLQ,other,1.0
B0016B7Z32,tea,1.0
B0016BPX7W,flour & baking mix,1.0
B0016BS3BK,chocolate,1.0
B0016FRI8A,drink,1.0
B0016FY6H6,tea,1.0
B0016G1EZM,drink,1.0
B0016J7SYU,cereal,0.5
B0016LSKL8,sauce & dressing,1.0
B0016N2OYA,other,1.0
B00170NWEI,tea,1.0
B001710KV0,other,1.0
B001710L78,sauce & dressing,1.0
B001714V1U,tea,1.0
B001717UGI,meat,1.0
B00176C6N0,pet food,1.0
B0017ANVFI,baby food,1.0
B0017I1QAC,sauce & dressing,1.0
B0017I1QAW,seasoning & spice,1.0
B0017I1QB6,sauce & dressing,1.0
B0017IAMU2,snack,1.0
B0017JFWLK,drink,1.0
B0017JL5R0,cake & pastry,1.0
B0017JULHU,cake & pastry,1.0
B0017OGFU2,baby food,1.0
B0017SPYN2,candy,1.0
B0017SWABG,rice & grain,1.0
B0017SZTRI,tea,1.0
B0017T2MWW,tea,1.0
B0017T6S1I,tea,1.0
B0017T6S2M,drink,1.0
B0017TONPG,pet food,1.0
B0017U08M2,soup,1.0
B0017U08SQ,meat,1.0
B0017U4STG,seasoning & spice,1.0
B0017ZAJL2,biscuit & cookie,1.0
B00181Y1PU,tea,1.0
B0018207IE,snack,1.0
B001871FQW,sugar & sweetener,1.0
B0018AKRRC,cake & pastry,1.0
B0018AMWXE,other,1.0
B0018AXEFY,candy,1.0
B0018CE6DQ,pet food,1.0
B0018CEA50,baby food,1.0
B0018CEABE,pet food,1.0
B0018CG13Y,pet food,1.0
B0018CICX6,pet food,1.0
B0018CIP6K,pet food,1.0
B0018CIPJ2,pet food,1.0
B0018CIPS8,baby food,1.0
B0018CJJ9C,candy,1.0
B0018CJWPI,meat,1.0
B0018CJXFC,pet food,1.0
B0018CK0EA,pet food,0.5
B0018CK0EU,seasoning & spice,1.0
B0018DG2S2,canned food,1.0
B0018HKOJQ,drink,1.0
B0018KLPFK,snack,0.5
B0018KR8V0,energy bar,0.3333333333333333
B0018MIF9M,other,1.0
B0018OMTOM,pet food,1.0
B00192CNG2,plant,1.0
B00192EJSC,other,1.0
B001940AJC,drink,1.0
B00196499C,jam & spread,1.0
B0019696AY,chocolate,1.0
B00199557E,coffee,1.0
B0019955O2,coffee,1.0
B00199AB5U,coffee,1.0
B0019CSQ36,jerky & dried meat,1.0
B0019FGRJI,biscuit & cookie,1.0
B0019FM29M,coffee,1.0
B0019FR0WQ,tea,1.0
B0019LPM0C,sugar & sweetener,1.0
B0019N25F0,flour & baking mix,1.0
B0019N37HK,drink,1.0
B0019O5Z0Q,pet food,1.0
B0019QT66I,supplement,1.0
B0019VD8MG,tea,1.0
B0019X02HI,pet food,1.0
B001A1PYHW,other,1.0
B001ABOBEO,coffee,1.0
B001ABOC4S,tea,1.0
B001ABOCBG,seasoning & spice,1.0
B001ABUYIQ,chocolate,1.0
B001AC67CM,sauce & dressing,1.0
B001AC8JL4,candy,1.0
B001ACMCNU,bread,1.0
B001ACNWY8,cheese,1.0
B001ACPPXE,flour & baking mix,1.0
B001AG6BMO,nut & seeds,1.0
B001AHFVHO,snack,1.0
B001AHJ2D8,snack,1.0
B001AHJ2FQ,snack,1.0
B001AIQP8M,snack,0.75
B001AJ1NLU,snack,1.0
B001AJ1ULS,pet food,1.0
B001ARJE5E,other,1.0
B001AS1A4Q,drink,0.6666666666666666
B001AV19EY,coffee,1.0
B001AVMWJK,pet food,1.0
B001AW9WLU,yogurt,1.0
B001AWD97I,sugar & sweetener,1.0
B001AY7XVO,dried fruit,1.0
B001AY9GSC,soup,1.0
B001AY9JHK,noodle & pasta,1.0
B001AY9RIQ,tea,1.0
B001AYBD4C,seasoning & spice,1.0
B001B0W0R4,pet food,1.0
B001B1KH1Y,seasoning & spice,1.0
B001B1OK80,pet food,1.0
B001B4VOQI,pet food,1.0
B001B7NMTM,snack,1.0
B001BBUA3Y,chocolate,1.0
B001BBXP7M,candy,1.0
B001BCUBTQ,fruit,1.0
B001BCVE5G,drink,1.0
B001BCVLG8,canned food,1.0
B001BCVY4W,pet food,0.5
B001BCVY9W,pet food,0.6666666666666666
B001BCXI64,canned food,1.0
B001BCXTGS,soup,0.5
B001BDDTB2,pet food,1.0
B001BDEI6W,canned food,1.0
B001BETMEO,pet food,0.5
B001BF3FGY,snack,1.0
B001BKLHMI,soup,0.5
B001BLXRPC,snack,1.0
B001BLZVQ0,yogurt,1.0
B001BM01BE,snack,1.0
B001BM368E,baby food,1.0
B001BM4NAE,snack,1.0
B001BM4RC8,milk & cream,0.5
B001BM62T4,coffee,1.0
B001BON7HM,meat,1.0
B001BOQ3SW,pet food,0.3333333333333333
B001BORBM4,candy,1.0
B001BOVE54,rice & grain,1.0
B001BOXBAA,pet food,1.0
B001BS4G6O,pet food,1.0
B001BVXZYK,snack,1.0
B001BZ9SMO,snack,1.0
B001C5KY58,noodle & pasta,1.0
B001CCS80Y,snack,1.0
B001CCU8AW,coffee,1.0
B001CCU8F2,coffee,1.0
B001CCU8G6,coffee,1.0
B001CCXVOW,coffee,1.0
B001CD1VI4,biscuit & cookie,1.0
B001CERZ5Q,coffee,1.0
B001CFMGGI,seasoning & spice,1.0
B001CGX3ZK,supplement,1.0
B001CHFSUW,nuts & seeds,1.0
B001CHFUGY,coffee,1.0
B001CJSWI0,cake & pastry,1.0
B001CMMJFY,pet food,1.0
B001CO2LOQ,rice & grain,1.0
B001COJ860,snack,1.0
B001CTYT6E,snack,0.3333333333333333
B001CU0N7C,snack,1.0
B001CWSK98,snack,1.0
B001CWSKFC,snack,0.6666666666666666
B001CWU9HE,snack,1.0
B001CWV4RS,snack,1.0
B001CWW0UI,pet food,1.0
B001CWX7EG,snack,1.0
B001CZT04O,flour & baking mix,1.0
B001CZYQA2,supplement,1.0
B001D0676C,seasoning & spice,1.0
B001D09KAM,snack,1.0
B001D0DMME,nuts & seeds,0.5
B001D0DMMY,snack,1.0
B001D0GV5E,tea,1.0
B001D0GV7M,coffee,1.0
B001D0GV90,coffee,1.0
B001D0GVAO,coffee,1.0
B001D0IZ80,coffee,1.0
B001D0IZ8U,coffee,1.0
B001D0IZBM,coffee,1.0
B001D0KG4Q,coffee,1.0
B001D0MF22,coffee,1.0
B001D3K34Q,gum,1.0
B001D3NXT8,candy,1.0
B001D4CJJ2,candy,1.0
B001D74BGS,candy,1.0
B001D9JC0G,baby food,1.0
B001D9RVMM,snack,0.5
B001DBPUB4,baby food,1.0
B001DC9SY8,snack,1.0
B001DIM8K8,cereal,1.0
B001DKA7HM,other,1.0
B001DNE5RM,seasoning & spice,1.0
B001DY6TWU,pet food,1.0
